soure id	target id	interact_mode	source	reversibility	confidence
b2581	b4179	Binding;	ppi	1	strong evidence
b2585	b2581	Binding;	ppi	1	strong evidence
b2606	b2517	Binding;	ppi	1	strong evidence
b2610	b3464	Binding;	ppi	1	strong evidence
b2614	b0014	Binding;	ppi	1	strong evidence
b2614	b4143	Binding;	ppi	1	strong evidence
b2669	b1237	Binding;	ppi	1	strong evidence
b2712	b2730	Binding;	ppi	1	strong evidence
b2721	b2728	Binding;	ppi	1	strong evidence
b2727	b2728	Binding;	ppi	1	strong evidence
b2727	b3349	Binding;	ppi	1	strong evidence
b2728	b2487	Binding;	ppi	1	strong evidence
b2728	b2721	Binding;	ppi	1	strong evidence
b2728	b2727	Binding;	ppi	1	strong evidence
b2728	b2729	Binding;	ppi	1	strong evidence
b2729	b2728	Binding;	ppi	1	strong evidence
b2729	b2730	Binding;	ppi	1	strong evidence
b2729	b2990	Binding;	ppi	1	strong evidence
b2729	b2994	Binding;	ppi	1	strong evidence
b2730	b2712	Binding;	ppi	1	strong evidence
b2730	b2729	Binding;	ppi	1	strong evidence
b2730	b2990	Binding;	ppi	1	strong evidence
b2748	b0083	Binding;	ppi	1	strong evidence
b2751	b2752	Binding;	ppi	1	strong evidence
b2752	b2751	Binding;	ppi	1	strong evidence
b2779	b1084	Binding;	ppi	1	strong evidence
b2779	b3164	Binding;	ppi	1	strong evidence
b2779	b3780	Binding;	ppi	1	strong evidence
b2781	b4143	Binding;	ppi	1	strong evidence
b2810	b2811	Binding;	ppi	1	strong evidence
b2811	b2810	Binding;	ppi	1	strong evidence
b2819	b2820	Binding;	ppi	1	strong evidence
b2819	b2822	Binding;	ppi	1	strong evidence
b2820	b2819	Binding;	ppi	1	strong evidence
b2820	b2822	Binding;	ppi	1	strong evidence
b2822	b2819	Binding;	ppi	1	strong evidence
b2822	b2820	Binding;	ppi	1	strong evidence
b2830	b2581	Binding;	ppi	1	strong evidence
b2837	b2151	Binding;	ppi	1	strong evidence
b2880	b2881	Binding;	ppi	1	strong evidence
b2881	b2880	Binding;	ppi	1	strong evidence
b2990	b0973	Binding;	ppi	1	strong evidence
b2990	b2729	Binding;	ppi	1	strong evidence
b2990	b2730	Binding;	ppi	1	strong evidence
b2990	b2994	Binding;	ppi	1	strong evidence
b2994	b2729	Binding;	ppi	1	strong evidence
b2994	b2990	Binding;	ppi	1	strong evidence
b3019	b2231	Binding;	ppi	1	strong evidence
b3019	b4059	Binding;	ppi	1	strong evidence
b3030	b3699	Binding;	ppi	1	strong evidence
b3158	b3159	Binding;	ppi	1	strong evidence
b3159	b3158	Binding;	ppi	1	strong evidence
b3162	b1084	Binding;	ppi	1	strong evidence
b3162	b2576	Binding;	ppi	1	strong evidence
b3164	b1084	Binding;	ppi	1	strong evidence
b3164	b2779	Binding;	ppi	1	strong evidence
b3164	b3780	Binding;	ppi	1	strong evidence
b3164	b4172	Binding;	ppi	1	strong evidence
b3168	b3169	Binding;	ppi	1	strong evidence
b3169	b3168	Binding;	ppi	1	strong evidence
b3169	b3295	Binding;	ppi	1	strong evidence
b3169	b3987	Binding;	ppi	1	strong evidence
b3169	b3988	Binding;	ppi	1	strong evidence
b3175	b0098	Binding;	ppi	1	strong evidence
b3202	b3987	Binding;	ppi	1	strong evidence
b3231	b3303	Binding;	ppi	1	strong evidence
b3251	b0438	Binding;	ppi	1	strong evidence
b3251	b0661	Binding;	ppi	1	strong evidence
b3251	b3252	Binding;	ppi	1	strong evidence
b3252	b3251	Binding;	ppi	1	strong evidence
b3255	b3256	Binding;	ppi	1	strong evidence
b3256	b3255	Binding;	ppi	1	strong evidence
b3295	b3169	Binding;	ppi	1	strong evidence
b3295	b3296	Binding;	ppi	1	strong evidence
b3295	b3303	Binding;	ppi	1	strong evidence
b3295	b3307	Binding;	ppi	1	strong evidence
b3295	b3309	Binding;	ppi	1	strong evidence
b3295	b3314	Binding;	ppi	1	strong evidence
b3295	b3317	Binding;	ppi	1	strong evidence
b3295	b3318	Binding;	ppi	1	strong evidence
b3295	b3319	Binding;	ppi	1	strong evidence
b3295	b3320	Binding;	ppi	1	strong evidence
b3295	b3321	Binding;	ppi	1	strong evidence
b3295	b3341	Binding;	ppi	1	strong evidence
b3295	b3649	Binding;	ppi	1	strong evidence
b3295	b3982	Binding;	ppi	1	strong evidence
b3295	b3987	Binding;	ppi	1	strong evidence
b3295	b3988	Binding;	ppi	1	strong evidence
b3296	b3295	Binding;	ppi	1	strong evidence
b3296	b3303	Binding;	ppi	1	strong evidence
b3298	b1718	Binding;	ppi	1	strong evidence
b3298	b3303	Binding;	ppi	1	strong evidence
b3301	b3318	Binding;	ppi	1	strong evidence
b3303	b3231	Binding;	ppi	1	strong evidence
b3303	b3295	Binding;	ppi	1	strong evidence
b3303	b3296	Binding;	ppi	1	strong evidence
b3303	b3298	Binding;	ppi	1	strong evidence
b3303	b3307	Binding;	ppi	1	strong evidence
b3303	b3314	Binding;	ppi	1	strong evidence
b3303	b3316	Binding;	ppi	1	strong evidence
b3303	b3320	Binding;	ppi	1	strong evidence
b3303	b3321	Binding;	ppi	1	strong evidence
b3303	b3341	Binding;	ppi	1	strong evidence
b3303	b3342	Binding;	ppi	1	strong evidence
b3303	b3590	Binding;	ppi	1	strong evidence
b3303	b3980	Binding;	ppi	1	strong evidence
b3303	b3982	Binding;	ppi	1	strong evidence
b3303	b3988	Binding;	ppi	1	strong evidence
b3304	b3318	Binding;	ppi	1	strong evidence
b3305	b3318	Binding;	ppi	1	strong evidence
b3307	b3295	Binding;	ppi	1	strong evidence
b3307	b3303	Binding;	ppi	1	strong evidence
b3308	b3318	Binding;	ppi	1	strong evidence
b3309	b3295	Binding;	ppi	1	strong evidence
b3309	b3318	Binding;	ppi	1	strong evidence
b3309	b3590	Binding;	ppi	1	strong evidence
b3312	b3318	Binding;	ppi	1	strong evidence
b3314	b3295	Binding;	ppi	1	strong evidence
b3314	b3303	Binding;	ppi	1	strong evidence
b3314	b3318	Binding;	ppi	1	strong evidence
b3314	b3590	Binding;	ppi	1	strong evidence
b3314	b3982	Binding;	ppi	1	strong evidence
b3314	b3988	Binding;	ppi	1	strong evidence
b3315	b3318	Binding;	ppi	1	strong evidence
b3316	b1718	Binding;	ppi	1	strong evidence
b3316	b3303	Binding;	ppi	1	strong evidence
b3317	b1084	Binding;	ppi	1	strong evidence
b3317	b3295	Binding;	ppi	1	strong evidence
b3317	b3318	Binding;	ppi	1	strong evidence
b3317	b3590	Binding;	ppi	1	strong evidence
b3317	b3702	Binding;	ppi	1	strong evidence
b3317	b3982	Binding;	ppi	1	strong evidence
b3317	b3987	Binding;	ppi	1	strong evidence
b3317	b3988	Binding;	ppi	1	strong evidence
b3318	b3295	Binding;	ppi	1	strong evidence
b3318	b3301	Binding;	ppi	1	strong evidence
b3318	b3304	Binding;	ppi	1	strong evidence
b3318	b3305	Binding;	ppi	1	strong evidence
b3318	b3308	Binding;	ppi	1	strong evidence
b3318	b3309	Binding;	ppi	1	strong evidence
b3318	b3312	Binding;	ppi	1	strong evidence
b3318	b3314	Binding;	ppi	1	strong evidence
b3318	b3315	Binding;	ppi	1	strong evidence
b3318	b3317	Binding;	ppi	1	strong evidence
b3318	b3319	Binding;	ppi	1	strong evidence
b3318	b3320	Binding;	ppi	1	strong evidence
b3319	b3295	Binding;	ppi	1	strong evidence
b3319	b3318	Binding;	ppi	1	strong evidence
b3319	b3590	Binding;	ppi	1	strong evidence
b3319	b3982	Binding;	ppi	1	strong evidence
b3319	b3988	Binding;	ppi	1	strong evidence
b3320	b3295	Binding;	ppi	1	strong evidence
b3320	b3303	Binding;	ppi	1	strong evidence
b3320	b3318	Binding;	ppi	1	strong evidence
b3320	b3988	Binding;	ppi	1	strong evidence
b3321	b0416	Binding;	ppi	1	strong evidence
b3321	b3295	Binding;	ppi	1	strong evidence
b3321	b3303	Binding;	ppi	1	strong evidence
b3321	b3982	Binding;	ppi	1	strong evidence
b3321	b3987	Binding;	ppi	1	strong evidence
b3339	b0170	Binding;	ppi	1	strong evidence
b3339	b3340	Binding;	ppi	1	strong evidence
b3340	b3339	Binding;	ppi	1	strong evidence
b3341	b0436	Binding;	ppi	1	strong evidence
b3341	b0440	Binding;	ppi	1	strong evidence
b3341	b1718	Binding;	ppi	1	strong evidence
b3341	b3295	Binding;	ppi	1	strong evidence
b3341	b3303	Binding;	ppi	1	strong evidence
b3341	b3988	Binding;	ppi	1	strong evidence
b3342	b3303	Binding;	ppi	1	strong evidence
b3349	b2727	Binding;	ppi	1	strong evidence
b3464	b2610	Binding;	ppi	1	strong evidence
b3517	b1493	Binding;	ppi	1	strong evidence
b3517	b4059	Binding;	ppi	1	strong evidence
b3556	b0990	Binding;	ppi	1	strong evidence
b3556	b1557	Binding;	ppi	1	strong evidence
b3590	b3303	Binding;	ppi	1	strong evidence
b3590	b3309	Binding;	ppi	1	strong evidence
b3590	b3314	Binding;	ppi	1	strong evidence
b3590	b3317	Binding;	ppi	1	strong evidence
b3590	b3319	Binding;	ppi	1	strong evidence
b3590	b3984	Binding;	ppi	1	strong evidence
b3600	b0496	Binding;	ppi	1	strong evidence
b3602	b1135	Binding;	ppi	1	strong evidence
b3609	b0098	Binding;	ppi	1	strong evidence
b3616	b4143	Binding;	ppi	1	strong evidence
b3636	b1274	Binding;	ppi	1	strong evidence
b3637	b0436	Binding;	ppi	1	strong evidence
b3649	b3295	Binding;	ppi	1	strong evidence
b3649	b3987	Binding;	ppi	1	strong evidence
b3649	b3988	Binding;	ppi	1	strong evidence
b3650	b1094	Binding;	ppi	1	strong evidence
b3650	b3651	Binding;	ppi	1	strong evidence
b3651	b3650	Binding;	ppi	1	strong evidence
b3652	b4059	Binding;	ppi	1	strong evidence
b3686	b3687	Binding;	ppi	1	strong evidence
b3687	b3686	Binding;	ppi	1	strong evidence
b3699	b2231	Binding;	ppi	1	strong evidence
b3699	b3030	Binding;	ppi	1	strong evidence
b3701	b0184	Binding;	ppi	1	strong evidence
b3701	b2496	Binding;	ppi	1	strong evidence
b3702	b3317	Binding;	ppi	1	strong evidence
b3706	b3741	Binding;	ppi	1	strong evidence
b3725	b4143	Binding;	ppi	1	strong evidence
b3731	b3733	Binding;	ppi	1	strong evidence
b3732	b3734	Binding;	ppi	1	strong evidence
b3733	b3731	Binding;	ppi	1	strong evidence
b3733	b3734	Binding;	ppi	1	strong evidence
b3734	b3732	Binding;	ppi	1	strong evidence
b3734	b3733	Binding;	ppi	1	strong evidence
b3741	b3706	Binding;	ppi	1	strong evidence
b3746	b4131	Binding;	ppi	1	strong evidence
b3780	b1084	Binding;	ppi	1	strong evidence
b3780	b2779	Binding;	ppi	1	strong evidence
b3780	b3164	Binding;	ppi	1	strong evidence
b3783	b3982	Binding;	ppi	1	strong evidence
b3783	b4172	Binding;	ppi	1	strong evidence
b3856	b3857	Binding;	ppi	1	strong evidence
b3857	b3856	Binding;	ppi	1	strong evidence
b3869	b0450	Binding;	ppi	1	strong evidence
b3891	b1474	Binding;	ppi	1	strong evidence
b3891	b3894	Binding;	ppi	1	strong evidence
b3894	b3891	Binding;	ppi	1	strong evidence
b3931	b3932	Binding;	ppi	1	strong evidence
b3932	b3931	Binding;	ppi	1	strong evidence
b3933	b0093	Binding;	ppi	1	strong evidence
b3980	b0170	Binding;	ppi	1	strong evidence
b3980	b0182	Binding;	ppi	1	strong evidence
b3980	b3303	Binding;	ppi	1	strong evidence
b3980	b3987	Binding;	ppi	1	strong evidence
b3982	b3295	Binding;	ppi	1	strong evidence
b3982	b3303	Binding;	ppi	1	strong evidence
b3982	b3314	Binding;	ppi	1	strong evidence
b3982	b3317	Binding;	ppi	1	strong evidence
b3982	b3319	Binding;	ppi	1	strong evidence
b3982	b3321	Binding;	ppi	1	strong evidence
b3982	b3783	Binding;	ppi	1	strong evidence
b3982	b3986	Binding;	ppi	1	strong evidence
b3982	b3987	Binding;	ppi	1	strong evidence
b3982	b3988	Binding;	ppi	1	strong evidence
b3984	b1084	Binding;	ppi	1	strong evidence
b3984	b3590	Binding;	ppi	1	strong evidence
b3986	b3982	Binding;	ppi	1	strong evidence
b3986	b3987	Binding;	ppi	1	strong evidence
b3987	b1274	Binding;	ppi	1	strong evidence
b3987	b3169	Binding;	ppi	1	strong evidence
b3987	b3202	Binding;	ppi	1	strong evidence
b3987	b3295	Binding;	ppi	1	strong evidence
b3987	b3317	Binding;	ppi	1	strong evidence
b3987	b3321	Binding;	ppi	1	strong evidence
b3987	b3649	Binding;	ppi	1	strong evidence
b3987	b3980	Binding;	ppi	1	strong evidence
b3987	b3982	Binding;	ppi	1	strong evidence
b3987	b3986	Binding;	ppi	1	strong evidence
b3987	b3988	Binding;	ppi	1	strong evidence
b3988	b3169	Binding;	ppi	1	strong evidence
b3988	b3295	Binding;	ppi	1	strong evidence
b3988	b3303	Binding;	ppi	1	strong evidence
b3988	b3314	Binding;	ppi	1	strong evidence
b3988	b3317	Binding;	ppi	1	strong evidence
b3988	b3319	Binding;	ppi	1	strong evidence
b3988	b3320	Binding;	ppi	1	strong evidence
b3988	b3341	Binding;	ppi	1	strong evidence
b3988	b3649	Binding;	ppi	1	strong evidence
b3988	b3982	Binding;	ppi	1	strong evidence
b3988	b3987	Binding;	ppi	1	strong evidence
b3998	b4000	Binding;	ppi	1	strong evidence
b4000	b0440	Binding;	ppi	1	strong evidence
b4000	b1823	Binding;	ppi	1	strong evidence
b4000	b3998	Binding;	ppi	1	strong evidence
b4041	b1094	Binding;	ppi	1	strong evidence
b4052	b4361	Binding;	ppi	1	strong evidence
b4059	b0184	Binding;	ppi	1	strong evidence
b4059	b0470	Binding;	ppi	1	strong evidence
b4059	b2011	Binding;	ppi	1	strong evidence
b4059	b3019	Binding;	ppi	1	strong evidence
b4059	b3517	Binding;	ppi	1	strong evidence
b4059	b3652	Binding;	ppi	1	strong evidence
b4059	b4259	Binding;	ppi	1	strong evidence
b4081	b1713	Binding;	ppi	1	strong evidence
b4131	b0186	Binding;	ppi	1	strong evidence
b4131	b3746	Binding;	ppi	1	strong evidence
b4143	b0169	Binding;	ppi	1	strong evidence
b4143	b1117	Binding;	ppi	1	strong evidence
b4143	b1704	Binding;	ppi	1	strong evidence
b4143	b2614	Binding;	ppi	1	strong evidence
b4143	b2781	Binding;	ppi	1	strong evidence
b4143	b3616	Binding;	ppi	1	strong evidence
b4143	b3725	Binding;	ppi	1	strong evidence
b4143	b4168	Binding;	ppi	1	strong evidence
b4143	b4377	Binding;	ppi	1	strong evidence
b4167	b4168	Binding;	ppi	1	strong evidence
b4167	b4180	Binding;	ppi	1	strong evidence
b4168	b4143	Binding;	ppi	1	strong evidence
b4168	b4167	Binding;	ppi	1	strong evidence
b4172	b3164	Binding;	ppi	1	strong evidence
b4172	b3783	Binding;	ppi	1	strong evidence
b4172	b4179	Binding;	ppi	1	strong evidence
b4179	b2581	Binding;	ppi	1	strong evidence
b4179	b4172	Binding;	ppi	1	strong evidence
b4179	b4200	Binding;	ppi	1	strong evidence
b4179	b4202	Binding;	ppi	1	strong evidence
b4179	b4203	Binding;	ppi	1	strong evidence
b4180	b4167	Binding;	ppi	1	strong evidence
b4200	b4179	Binding;	ppi	1	strong evidence
b4202	b4179	Binding;	ppi	1	strong evidence
b4203	b1084	Binding;	ppi	1	strong evidence
b4203	b4179	Binding;	ppi	1	strong evidence
b4244	b4245	Binding;	ppi	1	strong evidence
b4245	b4244	Binding;	ppi	1	strong evidence
b4255	b1288	Binding;	ppi	1	strong evidence
b4259	b0184	Binding;	ppi	1	strong evidence
b4259	b0470	Binding;	ppi	1	strong evidence
b4259	b0640	Binding;	ppi	1	strong evidence
b4259	b1099	Binding;	ppi	1	strong evidence
b4259	b4059	Binding;	ppi	1	strong evidence
b4259	b4372	Binding;	ppi	1	strong evidence
b4260	b2523	Binding;	ppi	1	strong evidence
b4348	b4349	Binding;	ppi	1	strong evidence
b4349	b4348	Binding;	ppi	1	strong evidence
b4349	b4350	Binding;	ppi	1	strong evidence
b4350	b4349	Binding;	ppi	1	strong evidence
b4361	b4052	Binding;	ppi	1	strong evidence
b4372	b0184	Binding;	ppi	1	strong evidence
b4372	b0470	Binding;	ppi	1	strong evidence
b4372	b0640	Binding;	ppi	1	strong evidence
b4372	b1099	Binding;	ppi	1	strong evidence
b4372	b4259	Binding;	ppi	1	strong evidence
b4377	b4143	Binding;	ppi	1	strong evidence
b0002	ASPK	Catalysis;	reaction_gene	0	strong evidence
b0002	HSDy	Catalysis;	reaction_gene	0	strong evidence
b0003	HSK	Catalysis;	reaction_gene	0	strong evidence
b0004	THRS	Catalysis;	reaction_gene	0	strong evidence
b0004	4HTHRS	Catalysis;	reaction_gene	0	strong evidence
b0007	ALAt4pp	Catalysis;	reaction_gene	0	strong evidence
b0007	GLYt4pp	Catalysis;	reaction_gene	0	strong evidence
b0008	TALA	Catalysis;	reaction_gene	0	strong evidence
b0009	MPTAT	Catalysis;	reaction_gene	0	strong evidence
b0019	NAt3_2pp	Catalysis;	reaction_gene	0	strong evidence
b0025	FMNAT	Catalysis;	reaction_gene	0	strong evidence
b0025	RBFK	Catalysis;	reaction_gene	0	strong evidence
b0026	ILETRS	Catalysis;	reaction_gene	0	strong evidence
b0029	DMPPS	Catalysis;	reaction_gene	0	strong evidence
b0029	IPDPS	Catalysis;	reaction_gene	0	strong evidence
b0030	INSH	Catalysis;	reaction_gene	0	strong evidence
b0030	ADNUC	Catalysis;	reaction_gene	0	strong evidence
b0030	XTSNH	Catalysis;	reaction_gene	0	strong evidence
b0030	CYTDH	Catalysis;	reaction_gene	0	strong evidence
b0030	URIH	Catalysis;	reaction_gene	0	strong evidence
b0031	DHDPRy	Catalysis;	reaction_gene	0	strong evidence
b0032	CBPS	Catalysis;	reaction_gene	0	strong evidence
b0033	CBPS	Catalysis;	reaction_gene	0	strong evidence
b0036	CRNCAR	Catalysis;	reaction_gene	0	strong evidence
b0036	CRNCDH	Catalysis;	reaction_gene	0	strong evidence
b0037	CRNDCAL2	Catalysis;	reaction_gene	0	strong evidence
b0037	CRNCAL2	Catalysis;	reaction_gene	0	strong evidence
b0037	CTBTCAL2	Catalysis;	reaction_gene	0	strong evidence
b0038	CRNBTCT	Catalysis;	reaction_gene	0	strong evidence
b0038	CRNCBCT	Catalysis;	reaction_gene	0	strong evidence
b0040	CRNt7pp	Catalysis;	reaction_gene	0	strong evidence
b0040	CRNt8pp	Catalysis;	reaction_gene	0	strong evidence
b0047	Kt3pp	Catalysis;	reaction_gene	0	strong evidence
b0048	DHFR	Catalysis;	reaction_gene	0	strong evidence
b0049	AP4AH	Catalysis;	reaction_gene	0	strong evidence
b0049	GP4GH	Catalysis;	reaction_gene	0	strong evidence
b0049	AP5AH	Catalysis;	reaction_gene	0	strong evidence
b0052	PDX5PS	Catalysis;	reaction_gene	0	strong evidence
b0061	RBP4E	Catalysis;	reaction_gene	0	strong evidence
b0062	ARAI	Catalysis;	reaction_gene	0	strong evidence
b0063	XYLK	Catalysis;	reaction_gene	0	strong evidence
b0063	XYLK2	Catalysis;	reaction_gene	0	strong evidence
b0063	RBK_L1	Catalysis;	reaction_gene	0	strong evidence
b0066	THMabcpp	Catalysis;	reaction_gene	0	strong evidence
b0067	THMabcpp	Catalysis;	reaction_gene	0	strong evidence
b0068	THMabcpp	Catalysis;	reaction_gene	0	strong evidence
b0070	LCTSt3ipp	Catalysis;	reaction_gene	0	strong evidence
b0071	IPPMIb	Catalysis;	reaction_gene	0	strong evidence
b0071	IPPMIa	Catalysis;	reaction_gene	0	strong evidence
b0072	IPPMIb	Catalysis;	reaction_gene	0	strong evidence
b0072	IPPMIa	Catalysis;	reaction_gene	0	strong evidence
b0073	IPMD	Catalysis;	reaction_gene	0	strong evidence
b0074	IPPS	Catalysis;	reaction_gene	0	strong evidence
b0077	ACLS	Catalysis;	reaction_gene	0	strong evidence
b0077	ACHBS	Catalysis;	reaction_gene	0	strong evidence
b0078	ACHBS	Catalysis;	reaction_gene	0	strong evidence
b0078	ACLS	Catalysis;	reaction_gene	0	strong evidence
b0084	MCTP1App	Catalysis;	reaction_gene	0	strong evidence
b0084	MCTP2App	Catalysis;	reaction_gene	0	strong evidence
b0085	UAAGDS	Catalysis;	reaction_gene	0	strong evidence
b0086	UGMDDS	Catalysis;	reaction_gene	0	strong evidence
b0087	PAPPT3	Catalysis;	reaction_gene	0	strong evidence
b0088	UAMAGS	Catalysis;	reaction_gene	0	strong evidence
b0090	UAGPT3	Catalysis;	reaction_gene	0	strong evidence
b0091	UAMAS	Catalysis;	reaction_gene	0	strong evidence
b0092	ALAALAr	Catalysis;	reaction_gene	0	strong evidence
b0096	UHGADA	Catalysis;	reaction_gene	0	strong evidence
b0099	NTPP2	Catalysis;	reaction_gene	0	strong evidence
b0099	DNTPPA	Catalysis;	reaction_gene	0	strong evidence
b0099	NTPP1	Catalysis;	reaction_gene	0	strong evidence
b0103	DPCOAK	Catalysis;	reaction_gene	0	strong evidence
b0104	GMPR	Catalysis;	reaction_gene	0	strong evidence
b0109	NNDPR	Catalysis;	reaction_gene	0	strong evidence
b0110	AGM4PA	Catalysis;	reaction_gene	0	strong evidence
b0110	AM4PA	Catalysis;	reaction_gene	0	strong evidence
b0110	AM3PA	Catalysis;	reaction_gene	0	strong evidence
b0110	AGM3PA	Catalysis;	reaction_gene	0	strong evidence
b0112	PHEt2rpp	Catalysis;	reaction_gene	0	strong evidence
b0112	HISt2rpp	Catalysis;	reaction_gene	0	strong evidence
b0112	TYRt2rpp	Catalysis;	reaction_gene	0	strong evidence
b0112	TRPt2rpp	Catalysis;	reaction_gene	0	strong evidence
b0114	PDH	Catalysis;	reaction_gene	0	strong evidence
b0115	PDH	Catalysis;	reaction_gene	0	strong evidence
b0116	GLYCL	Catalysis;	reaction_gene	0	strong evidence
b0116	PDH	Catalysis;	reaction_gene	0	strong evidence
b0116	AKGDH	Catalysis;	reaction_gene	0	strong evidence
b0118	ACONTb	Catalysis;	reaction_gene	0	strong evidence
b0118	MICITDr	Catalysis;	reaction_gene	0	strong evidence
b0118	ACONTa	Catalysis;	reaction_gene	0	strong evidence
b0120	ADMDC	Catalysis;	reaction_gene	0	strong evidence
b0121	APCS	Catalysis;	reaction_gene	0	strong evidence
b0121	SPMS	Catalysis;	reaction_gene	0	strong evidence
b0123	FEROpp	Catalysis;	reaction_gene	0	strong evidence
b0123	CU1Opp	Catalysis;	reaction_gene	0	strong evidence
b0124	GLCDpp	Catalysis;	reaction_gene	0	strong evidence
b0125	GUAPRT	Catalysis;	reaction_gene	0	strong evidence
b0125	HXPRT	Catalysis;	reaction_gene	0	strong evidence
b0126	HCO3E	Catalysis;	reaction_gene	0	strong evidence
b0131	ASP1DC	Catalysis;	reaction_gene	0	strong evidence
b0133	PANTS	Catalysis;	reaction_gene	0	strong evidence
b0134	MOHMT	Catalysis;	reaction_gene	0	strong evidence
b0142	HPPK2	Catalysis;	reaction_gene	0	strong evidence
b0149	MPTG	Catalysis;	reaction_gene	0	strong evidence
b0149	MPTG2	Catalysis;	reaction_gene	0	strong evidence
b0149	MCTP1Bpp	Catalysis;	reaction_gene	0	strong evidence
b0149	MCTP2App	Catalysis;	reaction_gene	0	strong evidence
b0149	MCTP1App	Catalysis;	reaction_gene	0	strong evidence
b0150	FECRMtonex	Catalysis;	reaction_gene	0	strong evidence
b0150	FE3HOXtonex	Catalysis;	reaction_gene	0	strong evidence
b0150	FEOXAMtonex	Catalysis;	reaction_gene	0	strong evidence
b0151	FECRMabcpp	Catalysis;	reaction_gene	0	strong evidence
b0151	FEOXAMabcpp	Catalysis;	reaction_gene	0	strong evidence
b0151	FE3HOXabcpp	Catalysis;	reaction_gene	0	strong evidence
b0151	CPGNabcpp	Catalysis;	reaction_gene	0	strong evidence
b0151	ARBTNabcpp	Catalysis;	reaction_gene	0	strong evidence
b0152	CPGNabcpp	Catalysis;	reaction_gene	0	strong evidence
b0152	FECRMabcpp	Catalysis;	reaction_gene	0	strong evidence
b0152	ARBTNabcpp	Catalysis;	reaction_gene	0	strong evidence
b0152	FEOXAMabcpp	Catalysis;	reaction_gene	0	strong evidence
b0152	FE3HOXabcpp	Catalysis;	reaction_gene	0	strong evidence
b0153	FEOXAMabcpp	Catalysis;	reaction_gene	0	strong evidence
b0153	FE3HOXabcpp	Catalysis;	reaction_gene	0	strong evidence
b0153	CPGNabcpp	Catalysis;	reaction_gene	0	strong evidence
b0153	FECRMabcpp	Catalysis;	reaction_gene	0	strong evidence
b0153	ARBTNabcpp	Catalysis;	reaction_gene	0	strong evidence
b0154	G1SAT	Catalysis;	reaction_gene	0	strong evidence
b0155	CLt3_2pp	Catalysis;	reaction_gene	0	strong evidence
b0158	CBIuabcpp	Catalysis;	reaction_gene	0	strong evidence
b0158	CBL1abcpp	Catalysis;	reaction_gene	0	strong evidence
b0158	ADOCBLabcpp	Catalysis;	reaction_gene	0	strong evidence
b0159	MTAN	Catalysis;	reaction_gene	0	strong evidence
b0159	AHCYSNS	Catalysis;	reaction_gene	0	strong evidence
b0159	5DOAN	Catalysis;	reaction_gene	0	strong evidence
b0160	NTPTP2	Catalysis;	reaction_gene	0	strong evidence
b0160	NTPTP1	Catalysis;	reaction_gene	0	strong evidence
b0166	THDPS	Catalysis;	reaction_gene	0	strong evidence
b0171	UMPK	Catalysis;	reaction_gene	0	strong evidence
b0173	DXPRIi	Catalysis;	reaction_gene	0	strong evidence
b0174	UDCPDPS	Catalysis;	reaction_gene	0	strong evidence
b0175	DASYN120	Catalysis;	reaction_gene	0	strong evidence
b0175	DASYN181	Catalysis;	reaction_gene	0	strong evidence
b0175	DASYN140	Catalysis;	reaction_gene	0	strong evidence
b0175	DASYN180	Catalysis;	reaction_gene	0	strong evidence
b0175	DASYN141	Catalysis;	reaction_gene	0	strong evidence
b0175	DASYN160	Catalysis;	reaction_gene	0	strong evidence
b0175	DASYN161	Catalysis;	reaction_gene	0	strong evidence
b0179	U23GAAT	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD181	Catalysis;	reaction_gene	0	strong evidence
b0180	OGMEACPD	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD40	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD160	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD140	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD121	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD161	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD180	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD60	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD100	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD80	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD120	Catalysis;	reaction_gene	0	strong evidence
b0180	OPMEACPD	Catalysis;	reaction_gene	0	strong evidence
b0180	3HAD141	Catalysis;	reaction_gene	0	strong evidence
b0181	UAGAAT	Catalysis;	reaction_gene	0	strong evidence
b0182	LPADSS	Catalysis;	reaction_gene	0	strong evidence
b0185	ACCOAC	Catalysis;	reaction_gene	0	strong evidence
b0186	LYSDC	Catalysis;	reaction_gene	0	strong evidence
b0194	PROTRS	Catalysis;	reaction_gene	0	strong evidence
b0197	METDabcpp	Catalysis;	reaction_gene	0	strong evidence
b0197	METabcpp	Catalysis;	reaction_gene	0	strong evidence
b0198	METabcpp	Catalysis;	reaction_gene	0	strong evidence
b0198	METDabcpp	Catalysis;	reaction_gene	0	strong evidence
b0199	METabcpp	Catalysis;	reaction_gene	0	strong evidence
b0199	METDabcpp	Catalysis;	reaction_gene	0	strong evidence
b0200	GMHEPPA	Catalysis;	reaction_gene	0	strong evidence
b0207	ALR2	Catalysis;	reaction_gene	0	strong evidence
b0207	DKGLCNR1	Catalysis;	reaction_gene	0	strong evidence
